name,TotalRunTime,average_net_length,clb_blocks,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_mac_2_MIN_ROUTE_CHAN_WIDTH,32,5.80000,1,10,0.00,0.00,0.01,53894,6606.65,0.01,58
